Epoch 0/500, LR: [0.001], Avg Train Loss: 0.315782, Train Accuracy: 0.9016741629185407, Val Accuracy: 0.500998003992016
Epoch 1/500, LR: [0.001], Avg Train Loss: 0.287287, Train Accuracy: 0.9016991504247877, Val Accuracy: 0.500998003992016
Epoch 2/500, LR: [0.001], Avg Train Loss: 0.281840, Train Accuracy: 0.9016991504247877, Val Accuracy: 0.500998003992016
Epoch 3/500, LR: [0.001], Avg Train Loss: 0.275539, Train Accuracy: 0.9017241379310345, Val Accuracy: 0.500998003992016
Epoch 4/500, LR: [0.001], Avg Train Loss: 0.269140, Train Accuracy: 0.9017241379310345, Val Accuracy: 0.500998003992016
Epoch 5/500, LR: [0.001], Avg Train Loss: 0.266028, Train Accuracy: 0.9017241379310345, Val Accuracy: 0.500998003992016
Epoch 6/500, LR: [0.001], Avg Train Loss: 0.265486, Train Accuracy: 0.9017241379310345, Val Accuracy: 0.500998003992016
Epoch 7/500, LR: [0.001], Avg Train Loss: 0.259562, Train Accuracy: 0.9017241379310345, Val Accuracy: 0.500998003992016
Epoch 8/500, LR: [0.001], Avg Train Loss: 0.260298, Train Accuracy: 0.9017241379310345, Val Accuracy: 0.500998003992016
Epoch 9/500, LR: [0.001], Avg Train Loss: 0.257876, Train Accuracy: 0.9016741629185407, Val Accuracy: 0.500998003992016
Epoch 10/500, LR: [0.001], Avg Train Loss: 0.254601, Train Accuracy: 0.9057971014492754, Val Accuracy: 0.500998003992016
Epoch 11/500, LR: [0.001], Avg Train Loss: 0.250994, Train Accuracy: 0.9041979010494753, Val Accuracy: 0.5011976047904192
Epoch 12/500, LR: [0.001], Avg Train Loss: 0.251595, Train Accuracy: 0.9051724137931034, Val Accuracy: 0.500998003992016
Epoch 13/500, LR: [0.001], Avg Train Loss: 0.252124, Train Accuracy: 0.9050974512743628, Val Accuracy: 0.5011976047904192
Epoch 14/500, LR: [0.001], Avg Train Loss: 0.249538, Train Accuracy: 0.9057471264367816, Val Accuracy: 0.5011976047904192
Epoch 15/500, LR: [0.001], Avg Train Loss: 0.248480, Train Accuracy: 0.9058470764617691, Val Accuracy: 0.5011976047904192
Epoch 16/500, LR: [0.001], Avg Train Loss: 0.245741, Train Accuracy: 0.9075462268865567, Val Accuracy: 0.5011976047904192
Epoch 17/500, LR: [0.001], Avg Train Loss: 0.248150, Train Accuracy: 0.9076461769115443, Val Accuracy: 0.5011976047904192
Epoch 18/500, LR: [0.001], Avg Train Loss: 0.244158, Train Accuracy: 0.9081459270364818, Val Accuracy: 0.5011976047904192
Epoch 19/500, LR: [0.001], Avg Train Loss: 0.242156, Train Accuracy: 0.9058470764617691, Val Accuracy: 0.5011976047904192
Epoch 20/500, LR: [0.001], Avg Train Loss: 0.241610, Train Accuracy: 0.9075212393803098, Val Accuracy: 0.500998003992016
Epoch 21/500, LR: [0.001], Avg Train Loss: 0.238901, Train Accuracy: 0.9091704147926037, Val Accuracy: 0.5012974051896207
Epoch 22/500, LR: [0.001], Avg Train Loss: 0.238571, Train Accuracy: 0.9078210894552724, Val Accuracy: 0.500998003992016
Epoch 23/500, LR: [0.001], Avg Train Loss: 0.237834, Train Accuracy: 0.9075462268865567, Val Accuracy: 0.500998003992016
Epoch 24/500, LR: [0.001], Avg Train Loss: 0.236242, Train Accuracy: 0.9085957021489255, Val Accuracy: 0.500998003992016
Epoch 25/500, LR: [0.001], Avg Train Loss: 0.236690, Train Accuracy: 0.909720139930035, Val Accuracy: 0.5010978043912175
Epoch 26/500, LR: [0.001], Avg Train Loss: 0.236017, Train Accuracy: 0.9105947026486757, Val Accuracy: 0.5010978043912175
Epoch 27/500, LR: [0.001], Avg Train Loss: 0.238523, Train Accuracy: 0.9108195902048976, Val Accuracy: 0.500998003992016
Epoch 28/500, LR: [0.001], Avg Train Loss: 0.235390, Train Accuracy: 0.9109945027486257, Val Accuracy: 0.5010978043912175
Epoch 29/500, LR: [0.001], Avg Train Loss: 0.233277, Train Accuracy: 0.9106946526736631, Val Accuracy: 0.5010978043912175
Epoch 30/500, LR: [0.001], Avg Train Loss: 0.233664, Train Accuracy: 0.9110194902548726, Val Accuracy: 0.5010978043912175
Epoch 31/500, LR: [0.001], Avg Train Loss: 0.236168, Train Accuracy: 0.9111944027986006, Val Accuracy: 0.500998003992016
Epoch 32/500, LR: [0.001], Avg Train Loss: 0.234523, Train Accuracy: 0.911344327836082, Val Accuracy: 0.500998003992016
Epoch 33/500, LR: [0.001], Avg Train Loss: 0.232473, Train Accuracy: 0.9113193403298351, Val Accuracy: 0.5010978043912175
Epoch 34/500, LR: [0.001], Avg Train Loss: 0.233273, Train Accuracy: 0.9118190904547726, Val Accuracy: 0.5010978043912175
Epoch 35/500, LR: [0.001], Avg Train Loss: 0.232212, Train Accuracy: 0.9113693153423288, Val Accuracy: 0.5010978043912175
Epoch 36/500, LR: [0.001], Avg Train Loss: 0.230899, Train Accuracy: 0.9117191404297851, Val Accuracy: 0.5010978043912175
Epoch 37/500, LR: [0.001], Avg Train Loss: 0.232675, Train Accuracy: 0.9119190404797601, Val Accuracy: 0.5010978043912175
Epoch 38/500, LR: [0.001], Avg Train Loss: 0.230026, Train Accuracy: 0.9119690154922538, Val Accuracy: 0.5010978043912175
Epoch 39/500, LR: [0.001], Avg Train Loss: 0.230571, Train Accuracy: 0.9099700149925037, Val Accuracy: 0.5011976047904192
Epoch 40/500, LR: [0.001], Avg Train Loss: 0.231209, Train Accuracy: 0.9113693153423288, Val Accuracy: 0.5010978043912175
Epoch 41/500, LR: [0.001], Avg Train Loss: 0.229115, Train Accuracy: 0.9118690654672663, Val Accuracy: 0.5010978043912175
Epoch 42/500, LR: [0.001], Avg Train Loss: 0.229943, Train Accuracy: 0.9115942028985508, Val Accuracy: 0.5010978043912175
Epoch 43/500, LR: [0.001], Avg Train Loss: 0.228817, Train Accuracy: 0.9105697151424288, Val Accuracy: 0.5010978043912175
Epoch 44/500, LR: [0.001], Avg Train Loss: 0.229557, Train Accuracy: 0.9122188905547226, Val Accuracy: 0.5010978043912175
Epoch 45/500, LR: [0.001], Avg Train Loss: 0.226731, Train Accuracy: 0.9122438780609695, Val Accuracy: 0.5010978043912175
Epoch 46/500, LR: [0.001], Avg Train Loss: 0.228860, Train Accuracy: 0.9120689655172414, Val Accuracy: 0.5010978043912175
Epoch 47/500, LR: [0.001], Avg Train Loss: 0.227006, Train Accuracy: 0.9116191904047976, Val Accuracy: 0.5010978043912175
Epoch 48/500, LR: [0.001], Avg Train Loss: 0.227534, Train Accuracy: 0.9124187906046977, Val Accuracy: 0.5010978043912175
Epoch 49/500, LR: [0.001], Avg Train Loss: 0.226362, Train Accuracy: 0.9121189405297351, Val Accuracy: 0.5010978043912175
Epoch 50/500, LR: [0.001], Avg Train Loss: 0.233493, Train Accuracy: 0.9121689155422289, Val Accuracy: 0.5010978043912175
Epoch 51/500, LR: [0.001], Avg Train Loss: 0.226842, Train Accuracy: 0.9120439780109945, Val Accuracy: 0.5011976047904192
Epoch 52/500, LR: [0.001], Avg Train Loss: 0.227180, Train Accuracy: 0.9125687156421789, Val Accuracy: 0.5010978043912175
Epoch 53/500, LR: [0.001], Avg Train Loss: 0.225732, Train Accuracy: 0.9114442778610695, Val Accuracy: 0.5012974051896207
Epoch 54/500, LR: [0.001], Avg Train Loss: 0.224957, Train Accuracy: 0.9119190404797601, Val Accuracy: 0.5010978043912175
Epoch 55/500, LR: [0.001], Avg Train Loss: 0.226841, Train Accuracy: 0.9120939530234883, Val Accuracy: 0.500998003992016
Epoch 56/500, LR: [0.001], Avg Train Loss: 0.224426, Train Accuracy: 0.9110194902548726, Val Accuracy: 0.5010978043912175
Epoch 57/500, LR: [0.001], Avg Train Loss: 0.223764, Train Accuracy: 0.912543728135932, Val Accuracy: 0.5010978043912175
Epoch 58/500, LR: [0.001], Avg Train Loss: 0.223446, Train Accuracy: 0.9111444277861069, Val Accuracy: 0.5012974051896207
Epoch 59/500, LR: [0.001], Avg Train Loss: 0.225243, Train Accuracy: 0.912143928035982, Val Accuracy: 0.5010978043912175
Epoch 60/500, LR: [0.001], Avg Train Loss: 0.222274, Train Accuracy: 0.9124437781109446, Val Accuracy: 0.500998003992016
Epoch 61/500, LR: [0.001], Avg Train Loss: 0.223856, Train Accuracy: 0.912368815592204, Val Accuracy: 0.5010978043912175
Epoch 62/500, LR: [0.001], Avg Train Loss: 0.221533, Train Accuracy: 0.9108695652173913, Val Accuracy: 0.5010978043912175
Epoch 63/500, LR: [0.001], Avg Train Loss: 0.222267, Train Accuracy: 0.9121689155422289, Val Accuracy: 0.5011976047904192
