Epoch 0/500, LR: [0.001], Avg Train Loss: 0.469137, Train Accuracy: 0.7431534232883559, Val Accuracy: 0.500998003992016
Epoch 1/500, LR: [0.001], Avg Train Loss: 0.379887, Train Accuracy: 0.8345077461269366, Val Accuracy: 0.500998003992016
Epoch 2/500, LR: [0.001], Avg Train Loss: 0.355489, Train Accuracy: 0.8468265867066467, Val Accuracy: 0.5758483033932136
Epoch 3/500, LR: [0.001], Avg Train Loss: 0.336612, Train Accuracy: 0.8559720139930035, Val Accuracy: 0.5758483033932136
Epoch 4/500, LR: [0.001], Avg Train Loss: 0.313890, Train Accuracy: 0.874087956021989, Val Accuracy: 0.5758483033932136
Epoch 5/500, LR: [0.001], Avg Train Loss: 0.288361, Train Accuracy: 0.8732383808095951, Val Accuracy: 0.5758483033932136
Epoch 6/500, LR: [0.001], Avg Train Loss: 0.276510, Train Accuracy: 0.8845077461269365, Val Accuracy: 0.5758483033932136
Epoch 7/500, LR: [0.001], Avg Train Loss: 0.280107, Train Accuracy: 0.8768115942028986, Val Accuracy: 0.5758483033932136
Epoch 8/500, LR: [0.001], Avg Train Loss: 0.271582, Train Accuracy: 0.8891554222888556, Val Accuracy: 0.5758483033932136
Epoch 9/500, LR: [0.001], Avg Train Loss: 0.256707, Train Accuracy: 0.8977511244377812, Val Accuracy: 0.5758483033932136
Epoch 10/500, LR: [0.001], Avg Train Loss: 0.244115, Train Accuracy: 0.8892053973013493, Val Accuracy: 0.5758483033932136
Epoch 11/500, LR: [0.001], Avg Train Loss: 0.222105, Train Accuracy: 0.9140679660169915, Val Accuracy: 0.5758483033932136
Epoch 12/500, LR: [0.001], Avg Train Loss: 0.221621, Train Accuracy: 0.8689655172413793, Val Accuracy: 0.5758483033932136
Epoch 13/500, LR: [0.001], Avg Train Loss: 0.219450, Train Accuracy: 0.8983258370814593, Val Accuracy: 0.5758483033932136
Epoch 14/500, LR: [0.001], Avg Train Loss: 0.207177, Train Accuracy: 0.923888055972014, Val Accuracy: 0.5758483033932136
Epoch 15/500, LR: [0.001], Avg Train Loss: 0.182000, Train Accuracy: 0.9263368315842079, Val Accuracy: 0.5758483033932136
Epoch 16/500, LR: [0.001], Avg Train Loss: 0.182070, Train Accuracy: 0.9260369815092454, Val Accuracy: 0.5758483033932136
Epoch 17/500, LR: [0.001], Avg Train Loss: 0.180694, Train Accuracy: 0.923888055972014, Val Accuracy: 0.5758483033932136
Epoch 18/500, LR: [0.001], Avg Train Loss: 0.180275, Train Accuracy: 0.9279610194902549, Val Accuracy: 0.5758483033932136
Epoch 19/500, LR: [0.001], Avg Train Loss: 0.174422, Train Accuracy: 0.9274362818590705, Val Accuracy: 0.5758483033932136
Epoch 20/500, LR: [0.001], Avg Train Loss: 0.171499, Train Accuracy: 0.9284357821089455, Val Accuracy: 0.5758483033932136
Epoch 21/500, LR: [0.001], Avg Train Loss: 0.175349, Train Accuracy: 0.8983258370814593, Val Accuracy: 0.7227544910179641
Epoch 22/500, LR: [0.001], Avg Train Loss: 0.171221, Train Accuracy: 0.926111944027986, Val Accuracy: 0.5758483033932136
Epoch 23/500, LR: [0.001], Avg Train Loss: 0.172619, Train Accuracy: 0.928535732133933, Val Accuracy: 0.5758483033932136
Epoch 24/500, LR: [0.001], Avg Train Loss: 0.172948, Train Accuracy: 0.9173163418290855, Val Accuracy: 0.5758483033932136
Epoch 25/500, LR: [0.001], Avg Train Loss: 0.170173, Train Accuracy: 0.9283858070964518, Val Accuracy: 0.5758483033932136
Epoch 26/500, LR: [0.001], Avg Train Loss: 0.169738, Train Accuracy: 0.9286106946526737, Val Accuracy: 0.5758483033932136
Epoch 27/500, LR: [0.001], Avg Train Loss: 0.164174, Train Accuracy: 0.9284357821089455, Val Accuracy: 0.5758483033932136
Epoch 28/500, LR: [0.001], Avg Train Loss: 0.167635, Train Accuracy: 0.9286606696651675, Val Accuracy: 0.5758483033932136
Epoch 29/500, LR: [0.001], Avg Train Loss: 0.164698, Train Accuracy: 0.9231384307846077, Val Accuracy: 0.5758483033932136
Epoch 30/500, LR: [0.001], Avg Train Loss: 0.173928, Train Accuracy: 0.9267616191904048, Val Accuracy: 0.5758483033932136
Epoch 31/500, LR: [0.001], Avg Train Loss: 0.174036, Train Accuracy: 0.9290104947526237, Val Accuracy: 0.5758483033932136
