Epoch 0/500, LR: [0.001], Avg Train Loss: 0.599834, Train Accuracy: 0.7743628185907047, Val Accuracy: 0.5758483033932136
Epoch 1/500, LR: [0.001], Avg Train Loss: 0.491080, Train Accuracy: 0.7366816591704148, Val Accuracy: 0.5758483033932136
Epoch 2/500, LR: [0.001], Avg Train Loss: 0.460151, Train Accuracy: 0.7853073463268366, Val Accuracy: 0.5758483033932136
Epoch 3/500, LR: [0.001], Avg Train Loss: 0.470346, Train Accuracy: 0.7534982508745627, Val Accuracy: 0.5758483033932136
Epoch 4/500, LR: [0.001], Avg Train Loss: 0.430404, Train Accuracy: 0.7367316341829085, Val Accuracy: 0.5758483033932136
Epoch 5/500, LR: [0.001], Avg Train Loss: 0.412728, Train Accuracy: 0.8040729635182409, Val Accuracy: 0.5758483033932136
Epoch 6/500, LR: [0.001], Avg Train Loss: 0.408503, Train Accuracy: 0.7838080959520239, Val Accuracy: 0.5758483033932136
Epoch 7/500, LR: [0.001], Avg Train Loss: 0.400952, Train Accuracy: 0.7904297851074463, Val Accuracy: 0.5360279441117765
Epoch 8/500, LR: [0.001], Avg Train Loss: 0.380017, Train Accuracy: 0.8262118940529735, Val Accuracy: 0.562375249500998
Epoch 9/500, LR: [0.001], Avg Train Loss: 0.385023, Train Accuracy: 0.7871314342828586, Val Accuracy: 0.5584830339321357
Epoch 10/500, LR: [0.001], Avg Train Loss: 0.378299, Train Accuracy: 0.7963018490754623, Val Accuracy: 0.5758483033932136
Epoch 11/500, LR: [0.001], Avg Train Loss: 0.363729, Train Accuracy: 0.831384307846077, Val Accuracy: 0.5450099800399202
Epoch 12/500, LR: [0.001], Avg Train Loss: 0.350560, Train Accuracy: 0.8063718140929536, Val Accuracy: 0.5755489021956088
Epoch 13/500, LR: [0.001], Avg Train Loss: 0.350906, Train Accuracy: 0.8112693653173413, Val Accuracy: 0.5015968063872256
Epoch 14/500, LR: [0.001], Avg Train Loss: 0.348427, Train Accuracy: 0.8166916541729136, Val Accuracy: 0.5015968063872256
