Epoch 0/500, LR: [0.001], Avg Train Loss: 0.313636, Train Accuracy: 0.9017241379310345, Val Accuracy: 0.500998003992016
Epoch 1/500, LR: [0.001], Avg Train Loss: 0.286313, Train Accuracy: 0.9017241379310345, Val Accuracy: 0.500998003992016
Epoch 2/500, LR: [0.001], Avg Train Loss: 0.279122, Train Accuracy: 0.9017241379310345, Val Accuracy: 0.500998003992016
Epoch 3/500, LR: [0.001], Avg Train Loss: 0.273511, Train Accuracy: 0.9017491254372814, Val Accuracy: 0.500998003992016
Epoch 4/500, LR: [0.001], Avg Train Loss: 0.264546, Train Accuracy: 0.9017241379310345, Val Accuracy: 0.500998003992016
Epoch 5/500, LR: [0.001], Avg Train Loss: 0.258027, Train Accuracy: 0.902223888055972, Val Accuracy: 0.500998003992016
Epoch 6/500, LR: [0.001], Avg Train Loss: 0.256403, Train Accuracy: 0.8964767616191904, Val Accuracy: 0.500998003992016
Epoch 7/500, LR: [0.001], Avg Train Loss: 0.257408, Train Accuracy: 0.901824087956022, Val Accuracy: 0.500998003992016
Epoch 8/500, LR: [0.001], Avg Train Loss: 0.254316, Train Accuracy: 0.9058970514742629, Val Accuracy: 0.500998003992016
Epoch 9/500, LR: [0.001], Avg Train Loss: 0.250235, Train Accuracy: 0.9023738130934533, Val Accuracy: 0.500998003992016
Epoch 10/500, LR: [0.001], Avg Train Loss: 0.247531, Train Accuracy: 0.9060969515242379, Val Accuracy: 0.500998003992016
Epoch 11/500, LR: [0.001], Avg Train Loss: 0.246635, Train Accuracy: 0.9074462768615692, Val Accuracy: 0.500998003992016
Epoch 12/500, LR: [0.001], Avg Train Loss: 0.247674, Train Accuracy: 0.9073713143428286, Val Accuracy: 0.500998003992016
Epoch 13/500, LR: [0.001], Avg Train Loss: 0.247227, Train Accuracy: 0.9074712643678161, Val Accuracy: 0.500998003992016
Epoch 14/500, LR: [0.001], Avg Train Loss: 0.244251, Train Accuracy: 0.9078210894552724, Val Accuracy: 0.500998003992016
Epoch 15/500, LR: [0.001], Avg Train Loss: 0.244010, Train Accuracy: 0.9075712143928036, Val Accuracy: 0.500998003992016
Epoch 16/500, LR: [0.001], Avg Train Loss: 0.243296, Train Accuracy: 0.9061219390304848, Val Accuracy: 0.5010978043912175
Epoch 17/500, LR: [0.001], Avg Train Loss: 0.244766, Train Accuracy: 0.9075462268865567, Val Accuracy: 0.500998003992016
Epoch 18/500, LR: [0.001], Avg Train Loss: 0.242915, Train Accuracy: 0.9074712643678161, Val Accuracy: 0.500998003992016
Epoch 19/500, LR: [0.001], Avg Train Loss: 0.244969, Train Accuracy: 0.9076211894052973, Val Accuracy: 0.500998003992016
Epoch 20/500, LR: [0.001], Avg Train Loss: 0.243838, Train Accuracy: 0.9077211394302849, Val Accuracy: 0.500998003992016
Epoch 21/500, LR: [0.001], Avg Train Loss: 0.242041, Train Accuracy: 0.907671164417791, Val Accuracy: 0.500998003992016
Epoch 22/500, LR: [0.001], Avg Train Loss: 0.242068, Train Accuracy: 0.9069215392303848, Val Accuracy: 0.500998003992016
Epoch 23/500, LR: [0.001], Avg Train Loss: 0.242211, Train Accuracy: 0.9073213393303349, Val Accuracy: 0.500998003992016
Epoch 24/500, LR: [0.001], Avg Train Loss: 0.240360, Train Accuracy: 0.9066966516741629, Val Accuracy: 0.500998003992016
Epoch 25/500, LR: [0.001], Avg Train Loss: 0.241485, Train Accuracy: 0.9072463768115943, Val Accuracy: 0.500998003992016
Epoch 26/500, LR: [0.001], Avg Train Loss: 0.239638, Train Accuracy: 0.9076211894052973, Val Accuracy: 0.500998003992016
Epoch 27/500, LR: [0.001], Avg Train Loss: 0.240365, Train Accuracy: 0.9072713643178411, Val Accuracy: 0.500998003992016
Epoch 28/500, LR: [0.001], Avg Train Loss: 0.241435, Train Accuracy: 0.9074212893553223, Val Accuracy: 0.500998003992016
Epoch 29/500, LR: [0.001], Avg Train Loss: 0.239907, Train Accuracy: 0.9090204897551224, Val Accuracy: 0.500998003992016
Epoch 30/500, LR: [0.001], Avg Train Loss: 0.233643, Train Accuracy: 0.9106196901549225, Val Accuracy: 0.500998003992016
Epoch 31/500, LR: [0.001], Avg Train Loss: 0.233774, Train Accuracy: 0.9105197401299351, Val Accuracy: 0.5010978043912175
Epoch 32/500, LR: [0.001], Avg Train Loss: 0.230393, Train Accuracy: 0.9107696151924038, Val Accuracy: 0.500998003992016
Epoch 33/500, LR: [0.001], Avg Train Loss: 0.231981, Train Accuracy: 0.9095952023988007, Val Accuracy: 0.5010978043912175
Epoch 34/500, LR: [0.001], Avg Train Loss: 0.237319, Train Accuracy: 0.9098950524737631, Val Accuracy: 0.500998003992016
Epoch 35/500, LR: [0.001], Avg Train Loss: 0.230951, Train Accuracy: 0.9099700149925037, Val Accuracy: 0.500998003992016
Epoch 36/500, LR: [0.001], Avg Train Loss: 0.229438, Train Accuracy: 0.911344327836082, Val Accuracy: 0.500998003992016
Epoch 37/500, LR: [0.001], Avg Train Loss: 0.228060, Train Accuracy: 0.9118440779610195, Val Accuracy: 0.5010978043912175
Epoch 38/500, LR: [0.001], Avg Train Loss: 0.226337, Train Accuracy: 0.9103448275862069, Val Accuracy: 0.5010978043912175
Epoch 39/500, LR: [0.001], Avg Train Loss: 0.228150, Train Accuracy: 0.9114692653673163, Val Accuracy: 0.500998003992016
Epoch 40/500, LR: [0.001], Avg Train Loss: 0.228461, Train Accuracy: 0.9124687656171914, Val Accuracy: 0.500998003992016
Epoch 41/500, LR: [0.001], Avg Train Loss: 0.225368, Train Accuracy: 0.9118690654672663, Val Accuracy: 0.500998003992016
Epoch 42/500, LR: [0.001], Avg Train Loss: 0.225461, Train Accuracy: 0.9109445277361319, Val Accuracy: 0.500998003992016
Epoch 43/500, LR: [0.001], Avg Train Loss: 0.225806, Train Accuracy: 0.9113943028485757, Val Accuracy: 0.5011976047904192
Epoch 44/500, LR: [0.001], Avg Train Loss: 0.229444, Train Accuracy: 0.9116191904047976, Val Accuracy: 0.5011976047904192
Epoch 45/500, LR: [0.001], Avg Train Loss: 0.226923, Train Accuracy: 0.9117191404297851, Val Accuracy: 0.5010978043912175
Epoch 46/500, LR: [0.001], Avg Train Loss: 0.224973, Train Accuracy: 0.9121939030484758, Val Accuracy: 0.5010978043912175
Epoch 47/500, LR: [0.001], Avg Train Loss: 0.223446, Train Accuracy: 0.9095952023988007, Val Accuracy: 0.500998003992016
Epoch 48/500, LR: [0.001], Avg Train Loss: 0.223654, Train Accuracy: 0.9111444277861069, Val Accuracy: 0.5010978043912175
Epoch 49/500, LR: [0.001], Avg Train Loss: 0.224277, Train Accuracy: 0.9120439780109945, Val Accuracy: 0.500998003992016
Epoch 50/500, LR: [0.001], Avg Train Loss: 0.223182, Train Accuracy: 0.9125937031484258, Val Accuracy: 0.500998003992016
Epoch 51/500, LR: [0.001], Avg Train Loss: 0.221854, Train Accuracy: 0.9123938030984508, Val Accuracy: 0.500998003992016
Epoch 52/500, LR: [0.001], Avg Train Loss: 0.220357, Train Accuracy: 0.9121939030484758, Val Accuracy: 0.5011976047904192
Epoch 53/500, LR: [0.001], Avg Train Loss: 0.226448, Train Accuracy: 0.9113693153423288, Val Accuracy: 0.5010978043912175
Epoch 54/500, LR: [0.001], Avg Train Loss: 0.222365, Train Accuracy: 0.9111944027986006, Val Accuracy: 0.5012974051896207
Epoch 55/500, LR: [0.001], Avg Train Loss: 0.221133, Train Accuracy: 0.9124687656171914, Val Accuracy: 0.500998003992016
Epoch 56/500, LR: [0.001], Avg Train Loss: 0.221233, Train Accuracy: 0.9116691654172914, Val Accuracy: 0.500998003992016
Epoch 57/500, LR: [0.001], Avg Train Loss: 0.220380, Train Accuracy: 0.9117691154422789, Val Accuracy: 0.500998003992016
Epoch 58/500, LR: [0.001], Avg Train Loss: 0.219055, Train Accuracy: 0.9126936531734133, Val Accuracy: 0.500998003992016
Epoch 59/500, LR: [0.001], Avg Train Loss: 0.219290, Train Accuracy: 0.9120939530234883, Val Accuracy: 0.500998003992016
Epoch 60/500, LR: [0.001], Avg Train Loss: 0.219382, Train Accuracy: 0.9115192403798101, Val Accuracy: 0.500998003992016
Epoch 61/500, LR: [0.001], Avg Train Loss: 0.225447, Train Accuracy: 0.9118940529735132, Val Accuracy: 0.500998003992016
Epoch 62/500, LR: [0.001], Avg Train Loss: 0.220032, Train Accuracy: 0.9124187906046977, Val Accuracy: 0.500998003992016
Epoch 63/500, LR: [0.001], Avg Train Loss: 0.217959, Train Accuracy: 0.912768615692154, Val Accuracy: 0.500998003992016
Epoch 64/500, LR: [0.001], Avg Train Loss: 0.217235, Train Accuracy: 0.9123188405797101, Val Accuracy: 0.500998003992016
Epoch 65/500, LR: [0.001], Avg Train Loss: 0.217255, Train Accuracy: 0.9120439780109945, Val Accuracy: 0.5010978043912175
Epoch 66/500, LR: [0.001], Avg Train Loss: 0.216814, Train Accuracy: 0.9123938030984508, Val Accuracy: 0.500998003992016
Epoch 67/500, LR: [0.001], Avg Train Loss: 0.217660, Train Accuracy: 0.911744127936032, Val Accuracy: 0.500998003992016
Epoch 68/500, LR: [0.001], Avg Train Loss: 0.217481, Train Accuracy: 0.9125687156421789, Val Accuracy: 0.5011976047904192
Epoch 69/500, LR: [0.001], Avg Train Loss: 0.217183, Train Accuracy: 0.9125687156421789, Val Accuracy: 0.500998003992016
Epoch 70/500, LR: [0.001], Avg Train Loss: 0.215469, Train Accuracy: 0.9120439780109945, Val Accuracy: 0.500998003992016
Epoch 71/500, LR: [0.001], Avg Train Loss: 0.216372, Train Accuracy: 0.9127186406796601, Val Accuracy: 0.500998003992016
Epoch 72/500, LR: [0.001], Avg Train Loss: 0.216224, Train Accuracy: 0.9124937531234383, Val Accuracy: 0.5012974051896207
Epoch 73/500, LR: [0.001], Avg Train Loss: 0.214883, Train Accuracy: 0.912543728135932, Val Accuracy: 0.500998003992016
Epoch 74/500, LR: [0.001], Avg Train Loss: 0.216838, Train Accuracy: 0.9124687656171914, Val Accuracy: 0.500998003992016
Epoch 75/500, LR: [0.001], Avg Train Loss: 0.215496, Train Accuracy: 0.9122938530734632, Val Accuracy: 0.500998003992016
Epoch 76/500, LR: [0.001], Avg Train Loss: 0.215224, Train Accuracy: 0.9127186406796601, Val Accuracy: 0.500998003992016
Epoch 77/500, LR: [0.001], Avg Train Loss: 0.219218, Train Accuracy: 0.9124687656171914, Val Accuracy: 0.5011976047904192
Epoch 78/500, LR: [0.001], Avg Train Loss: 0.217320, Train Accuracy: 0.9121689155422289, Val Accuracy: 0.5012974051896207
Epoch 79/500, LR: [0.001], Avg Train Loss: 0.215717, Train Accuracy: 0.912343828085957, Val Accuracy: 0.5011976047904192
Epoch 80/500, LR: [0.001], Avg Train Loss: 0.214337, Train Accuracy: 0.9122188905547226, Val Accuracy: 0.5010978043912175
Epoch 81/500, LR: [0.001], Avg Train Loss: 0.217271, Train Accuracy: 0.9101449275362319, Val Accuracy: 0.5012974051896207
Epoch 82/500, LR: [0.001], Avg Train Loss: 0.217170, Train Accuracy: 0.9120689655172414, Val Accuracy: 0.5010978043912175
Epoch 83/500, LR: [0.001], Avg Train Loss: 0.214313, Train Accuracy: 0.9126436781609195, Val Accuracy: 0.500998003992016
Epoch 84/500, LR: [0.001], Avg Train Loss: 0.228137, Train Accuracy: 0.9103448275862069, Val Accuracy: 0.500998003992016
Epoch 85/500, LR: [0.001], Avg Train Loss: 0.221890, Train Accuracy: 0.9078710644677661, Val Accuracy: 0.500998003992016
Epoch 86/500, LR: [0.001], Avg Train Loss: 0.218892, Train Accuracy: 0.9109695152423788, Val Accuracy: 0.500998003992016
Epoch 87/500, LR: [0.001], Avg Train Loss: 0.219657, Train Accuracy: 0.9103948025987006, Val Accuracy: 0.5010978043912175
Epoch 88/500, LR: [0.001], Avg Train Loss: 0.217812, Train Accuracy: 0.9113693153423288, Val Accuracy: 0.500998003992016
Epoch 89/500, LR: [0.001], Avg Train Loss: 0.216587, Train Accuracy: 0.9110944527736132, Val Accuracy: 0.500998003992016
Epoch 90/500, LR: [0.001], Avg Train Loss: 0.220648, Train Accuracy: 0.9115692153923038, Val Accuracy: 0.500998003992016
Epoch 91/500, LR: [0.001], Avg Train Loss: 0.218894, Train Accuracy: 0.911744127936032, Val Accuracy: 0.500998003992016
Epoch 92/500, LR: [0.001], Avg Train Loss: 0.215034, Train Accuracy: 0.9119940029985008, Val Accuracy: 0.500998003992016
Epoch 93/500, LR: [0.001], Avg Train Loss: 0.215130, Train Accuracy: 0.9118690654672663, Val Accuracy: 0.500998003992016
Epoch 94/500, LR: [0.001], Avg Train Loss: 0.211821, Train Accuracy: 0.9118440779610195, Val Accuracy: 0.500998003992016
Epoch 95/500, LR: [0.001], Avg Train Loss: 0.212833, Train Accuracy: 0.9126186906546727, Val Accuracy: 0.500998003992016
Epoch 96/500, LR: [0.001], Avg Train Loss: 0.212094, Train Accuracy: 0.9122188905547226, Val Accuracy: 0.5011976047904192
Epoch 97/500, LR: [0.001], Avg Train Loss: 0.211585, Train Accuracy: 0.9125687156421789, Val Accuracy: 0.5010978043912175
Epoch 98/500, LR: [0.001], Avg Train Loss: 0.211364, Train Accuracy: 0.9124937531234383, Val Accuracy: 0.500998003992016
Epoch 99/500, LR: [0.001], Avg Train Loss: 0.209879, Train Accuracy: 0.9125687156421789, Val Accuracy: 0.500998003992016
Epoch 100/500, LR: [0.001], Avg Train Loss: 0.210632, Train Accuracy: 0.9121939030484758, Val Accuracy: 0.5010978043912175
Epoch 101/500, LR: [0.001], Avg Train Loss: 0.209760, Train Accuracy: 0.9122688655672164, Val Accuracy: 0.5012974051896207
Epoch 102/500, LR: [0.001], Avg Train Loss: 0.208919, Train Accuracy: 0.912743628185907, Val Accuracy: 0.5011976047904192
Epoch 103/500, LR: [0.001], Avg Train Loss: 0.208759, Train Accuracy: 0.9128435782108946, Val Accuracy: 0.5010978043912175
Epoch 104/500, LR: [0.001], Avg Train Loss: 0.209346, Train Accuracy: 0.9126936531734133, Val Accuracy: 0.5010978043912175
